dir,common,corpus,blog,com_count
550,"['kirschblüte', 'währt', 'wenigste', 'immerwiederkehr', 'lyrikerin']","['lylo', 'donnavivace', 'kisses', 'drück', 'angenehmes']","['ist', 'kurz', 'was', 'zeitlos', 'tausende']",5
552,"['kisses', 'traumbrücke', 'plätschern', 'baust', 'springe']","['lyric', 'lylo', 'abgelegt', 'glücks', 'in']","['mitten', 'leise', 'brücke', 'schlaf', 'wellen']",5
554,"['kisses', 'verblassen', 'morgenküssen', 'liebevoll', 'hellen', 'schmiegt', 'weich']","['lyric', 'lylo', 'abgelegt']","['the', 'day', 'after']",7
557,"['rufen', 'kisses', 'wölbt', 'küsse', 'lider', 'glühen']","['lyric', 'lylo', 'abgelegt', 'deine']","['brennen', 'engel', 'bild', 'traum']",6
558,"['rufen', 'kisses', 'mai', 'wölbt', 'küsse', 'deine']","['lyric', 'lylo', 'abgelegt', 'caliente_in_berlin']","['flüchten', 'seufz', 'lider', 'werd']",6
560,"['kisses', 'schürze', 'märchenmorgen', 'fange', 'reitet', 'prinz']","['lyric', 'lylo', 'abgelegt', 'prinzessin']","['pferd', 'regnet', 'offenen', 'hebt']",6
561,"['maria', 'antwort', 'sylvia', 'maiensonne', 'maienmorgen', 'betreffend']","['dir', 'lylo', 'kisses', 'ich']","['bernhard', 'thomas', 'entdeckt', 'eintrag']",6
563,"['nachtkuss', 'kisses', 'himmelsbrücken', 'begibt', 'schwimmt', 'zärtlicher']","['lyric', 'lylo', 'abgelegt', 'ufern']","['atemlos', 'strom', 'reitet', 'läuft']",6
564,"['träume', 'linnen', 'lavendels', 'gemildert', 'chilischoten']","['lyric', 'lylo', 'winkeligen', 'love', 'sträuße']","['zopf', 'schlendern', 'marktplatz', 'kühles', 'einlädt']",5
565,"['traumhaft', 'aug', 'wunderschöne', 'wahrlich', 'fankurve', 'bummel', 'riechen', 'helmut', 'uta', 'träume']",[],[],10
567,"['stammes', 'seidnen', 'seelenstammbaum', 'paukenwirbel', 'baumelt', 'ritzt']","['lyric', 'lylo', 'love', 'abgelegt']","['rinde', 'muschel', 'rauschen', 'ihres']",6
568,"['muschel', 'rauschen', 'seins', 'bonbon', 'aug', 'uta', 'paradies', 'malen']","['meines', 'gruß']","['das', 'ohr']",8
571,"['ist', 'jul', 'gruß', 'künstlich', 'gast']","['lylo', 'petros', 'herzureißen', 'grüße', 'rüberschick']","['das', 'nicht', 'kunst', 'hin', 'simpel']",5
573,"['nach', 'wälzten', 'versprühte', 'verschlingend', 'talfahrt', 'mäander']","['lyric', 'lylo', 'love', 'abgelegt']","['stürzten', 'bliebe', 'wänden', 'steinen']",6
574,"['petros', 'talfahrt', 'mai', 'erinnerung', 'ruhende', 'eilende', 'grüße']","['uta', 'helmut', 'liebe']","['schaufeln', 'ganzes', 'nach']",7
576,"['flieder', 'zweisamkeit', 'traume', 'sanftem']","['lyric', 'lylo', 'love', 'abgelegt', 'lenden', 'schmiegt']","['zögernd', 'weißem', 'insel', 'vertrautheit', 'neigt', 'während']",4
577,"['flieder', 'wälzt', 'worten', 'mai', 'traume', 'sanftem']","['lyric', 'lylo', 'love', 'abgelegt']","['sich', 'zweisamkeit', 'zögernd', 'weißem']",6
579,"['die', 'unerwarteter', 'zerrann']","['lyric', 'dich', 'kündend', 'lylo', 'love', 'in', 'mandoline']","['jahre', 'all', 'werde', 'jetzt', 'zupfen', 'zitternde', 'spülte']",3
580,"['melancholisch', 'uta', 'hell', 'die']","['grüße', 'lyric', 'dich', 'kündend', 'lylo', 'liebe']","['jahre', 'trotzdem', 'all', 'werde', 'niederknien', 'mai']",4
582,"['nährte', 'ergoss', 'erbleichte', 'morgenpuls', 'hellen', 'puls']","['lyric', 'lylo', 'love', 'abgelegt']","['legte', 'morgens', 'neuen', 'hitze']",6
584,"['wattig', 'unaufgeregtheit', 'gleichförmigkeit', 'novembergrau']","['lyric', 'lylo', 'love', 'umschmeichelt', 'abgelegt', 'nebeln']","['seiner', 'lassen', 'ähnelt', 'wesens', 'herde', 'tröstend']",4
585,"['regenbogen', 'grau', 'gleichförmigkeit', 'buntheit', 'das', 'nov']","['helmut', 'petros', 'regenbogenbunte', 'grüße']","['trug', 'man', 'auch', 'und']",6
587,"['träumebetrunken', 'regengeküsst', 'nebelumflossen', 'kahlschwarz', 'herbstzeitgelöst', 'gestraucht']","['lyric', 'gebauscht', 'behaucht', 'gebäumt']","['rotgelb', 'herbstzeit', 'gereckt', 'gerauscht']",6
588,"['herbst', 'okt', 'elsa', 'quadratur', 'kreises', 'graulen', 'chapeau', 'helmut']","['uta', 'gast']","['man', 'spürt']",8
590,"['stumm', 'geliebter', 'worte', 'liebe']","['lyric', 'lylo', 'love', 'abgelegt', 'by', 'dich']","['meinem', 'schweigen', 'braucht', 'denken', 'warum', 'tanzen']",4
592,"['apr', 'salz', 'wangen', 'strand', 'meeresrauschend', 'berauschte', 'lg', 'wortmeer']","['caliente_in_berlin', 'rieselt']","['irgendwie', 'vergangenen']",8
594,"['tears', 'schmucklos', 'mimosen', 'knicken', 'streuen', 'düfte']","['lyric', 'lylo', 'abgelegt', 'by']","['vergänglichkeit', 'saft', 'äste', 'grün']",6
596,"['tears', 'wortgefühl', 'stimmenstreicheln', 'pferden', 'memoriam', 'danzer']","['lyric', 'lylo', 'abgelegt', 'by']","['poet', 'georg', 'blieb', 'nahm']",6
597,"['hochsensibel', 'derb', 'wieviele', 'facetten', 'ah', 'poetisch', 'hobo']","['tears', 'jun', 'ps']","['nummer', 'werk', 'unglaublich']",7
599,"['närrin', 'tears', 'rotfunkelndem', 'kussesmund', 'hüpfenden']","['lyric', 'colombine', 'lylo', 'demaskierung', 'bommeln']","['wippend', 'vorüber', 'takt', 'röcken', 'grausamen']",5
602,"['tears', 'verglänzt', 'tränenasche', 'pflückst', 'stürme', 'trugst']","['lyric', 'lylo', 'abgelegt', 'glücks']","['träne', 'scheitel', 'asche', 'als']",6
605,"['den', 'suche', 'tears', 'tränenklang', 'teichen', 'abschiedsliedes', 'meiner']","['lyric', 'lylo', 'deinen']","['wäldern', 'städte', 'fluren']",7
606,"['wäldern', 'den', 'tears', 'glücks', 'tränenklang', 'abschiedsliedes']","['deines', 'jan', 'lyric', 'lylo']","['suche', 'teichen', 'städte', 'fluren']",6
608,"['herbst', 'tears', 'schemengleich', 'raureif', 'krächzt']","['lyric', 'lylo', 'abgelegt', 'dein', 'bist']","['verweht', 'unsre', 'krähe', 'heiterkeit', 'bunter']",5
609,"['herbst', 'kerzen', 'trübsal', 'winterspeisen', 'vortragsweise', 'vernaschen']","['herbsternten', 'anspült', 'labe', 'furchtlosigkeit']","['sommer', 'und', 'zünd', 'vermisst']",6
612,"['sep', 'langsam', 'kathrin', 'innig', 'gegriffen', 'zehen', 'liebes', 'tears']","['lylo', 'hervokriechen']","['alltag', 'richtig']",8
614,"['tears', 'deiner', 'sternenlosen', 'nascht', 'datteln', 'stränden']","['lyric', 'lylo', 'deinen', 'abgelegt']","['glück', 'cocktails', 'räkelt', 'sinnlichkeit']",6
615,"['plastiklichterkette', 'arrangiert', 'sehnt', 'sternen', 'tears', 'deiner']","['lyric', 'lylo', 'nascht', 'sternenlosen']","['dessen', 'wer', 'sich', 'glück']",6
617,"['tears', 'mutlos', 'frierend', 'ertränken', 'nachtgedanken', 'ungewissheit']","['lyric', 'lylo', 'abgelegt', 'zittert']","['endlose', 'kreis', 'loch', 'frisst']",6
619,"['friends', 'zerschrammen', 'tropfnasen']","['stinketuch', 'rumhexen', 'klieren', 'insbettgehn', 'blogchef', 'anzukotzen', 'lyric']","['zu', 'überhören', 'zerstampfen', 'zahnpasta', 'wöchentlich', 'wände', 'vorm']",3
621,"['letter', 'winteräpfeln', 'heranreift', 'frühlingssehnsucht', 'züngelt', 'verschwenderisch']","['lyric', 'lylo', 'abgelegt', 'apfelbaum']","['übersät', 'unschuldigen', 'harten', 'fuße']",6
622,"['start', 'xxx', 'hörst', 'voice', 'opa']","['lg', 'mrz', 'soundmäßig', 'grandy', 'lyric']","['gleiche', 'einmal', 'gut', 'frage', 'am']",5
623,"['start', 'hörst', 'gleiche', 'voice', 'einmal', 'opa']","['lyric', 'rot', 'soundkarte', 'abgelegt']","['frage', 'am', 'natürlich', 'bitte']",6
624,"['wohnst', 'meiner', 'du', 'buntheit']","['lyric', 'dir', 'lylo', 'love', 'in', 'liebkosung']","['entladen', 'eiseskälte', 'welt', 'stürme', 'rütteln', 'iss']",4
625,"['voice', 'games', 'lyric', 'anmelden', 'anlegen', 'nächstes', 'lyriclove']","['abgelegt', 'feb', 'lylo']","['weblog', 'twoday', 'net']",7
627,"['voice', 'beiträge', 'feb', 'neuere']","['lyric', 'abgelegt', 'lylo', 'lyriclove', 'anmelden', 'anlegen']","['verfassen', 'kleines', 'geschenk', 'ältere', 'kommentare', 'kommentar']",4
628,"['wechselstrombrummen', 'nachlassenden', 'hörvermögens', 'aussteuern', 'umher', 'aufgrund', 'voice']","['feb', 'opa', 'gast']","['muß', 'mach', 'höre']",7
629,"['voice', 'kleines', 'geschenk', 'anmelden', 'anlegen', 'lyric', 'nächstes']","['abgelegt', 'lyriclove', 'feb']","['weblog', 'twoday', 'net']",7
630,"['rubrik', 'euch', 'ich', 'zischfrei', 'tonqualität', 'einzurichten', 'aufzusprechen']","['schattenwolf', 'lyric', 'lylo']","['es', 'eine', 'kopfhörer']",7
631,"['ja', 'ich', 'es', 'ist', 'erotisch', 'stimme', 'gedichte']","['lylo', 'bussi', 'tonqualität']","['jetzt', 'aber', 'auch']",7
634,"['tour', 'wolkenloses', 'mitkamst', 'gehimmelte', 'lustvolles', 'entfesselt', 'petros', 'helmut']","['nonsense', 'jan']","['nochmal', 'meine']",8
640,"['vibriert', 'nonsense', 'meinem', 'tralalala', 'libretto', 'geigt', 'flötet']","['lyric', 'lylo', 'einprägsam']","['trällert', 'jubelt', 'höchsten']",7
641,"['vibriert', 'nonsense', 'meinem', 'tralala', 'mrz', 'tralalala', 'libretto']","['lylo', 'lyric', 'geigt']","['es', 'auch', 'trällert']",7
643,"['pfefferstreuer', 'nonsense', 'brennt', 'verschwenderischen', 'unlöschbar', 'köchelndes']","['lyric', 'bratspieß', 'lylo', 'abgelegt']","['mann', 'ein', 'scharfer', 'grill']",6
644,"['widerstehen', 'lohn', 'üblicherweise', 'veröffentliche', 'pfefferstreuer', 'ich']","['nonsense', 'opa', 'brennt', 'jan']","['verdammt', 'guter', 'ein', 'diesmal']",6
646,"['henne', 'erpel', 'nonsense', 'plustert']","['lyric', 'livian', 'lylo', 'gackert', 'trippelt', 'abgelegt']","['bitte', 'der', 'übermut', 'wahn', 'schönstes', 'nervös']",4
647,"['henn', 'ich', 'opa', 'die', 'stiefschwiegermutter', 'brenne', 'der', 'und', 'cd']",['zerstritten'],['das'],9
649,"['soll', 'brennen', 'herzen', 'deinem', 'liebe', 'meine', 'fingerkuppenflügeln']","['in', 'lyric', 'atemgeflüster']","['liebesbrand', 'brandblasen', 'bewachen']",7
650,"['fenster', 'schlimme', 'inkonkret', 'bratenduft', 'anbrate', 'öffnest', 'flüchtig', 'öffne', 'nonsense']",['lylo'],['das'],9
652,"['beiträge', 'zerbissener', 'schmerzmund', 'paart', 'feuermeer', 'abortus', 'gebiert', 'neuere']","['lyriclove', 'anmelden']","['ältere', 'voll']",8
653,"['liebe', 'die', 'ist', 'der', 'und', 'nicht', 'auch', 'ich']","['leidenschaft', 'abortus']","['man', 'aber']",8
654,"['verfassen', 'kommentare', 'kommentar', 'sehnsucht', 'jun', 'abgelegt', 'okt', 'zerbissener']","['lylo', 'in']","['schmerzmund', 'paart']",8
655,"['abortus', 'zerbissener', 'schmerzmund', 'paart', 'feuermeer', 'sehnsucht', 'gebiert', 'leidenschaft', 'anmelden']",['lyriclove'],['voll'],9
656,"['kochen', 'beiträge', 'tage', 'schwitze', 'zäh', 'wälzt', 'adern', 'neuere']","['lyriclove', 'anmelden']","['ältere', 'wenn']",8
657,"['kantz', 'bruni', 'vulkans']","['lg', 'uta', 'grüße', 'reh', 'hineinklicken', 'herausgepickt', 'helmut']","['kochen', 'tage', 'überzeugend', 'wortbehagen', 'transportieren', 'kammern', 'kalte']",3
658,"['kochen', 'tage', 'wenn', 'schwitze', 'zäh', 'sehnsucht', 'wälzt', 'adern', 'anmelden']",['lyriclove'],['die'],9
660,"['lop', 'unglaublich', 'stachel', 'jun', 'ritzt', 'wop']","['fabian', 'grüße', 'boo', 'lylo']","['tanzes', 'realitätsnah', 'loo', 'bop']",6
662,"['herbstrotes', 'scheitel', 'haar', 'umarmten', 'sonnengespinste']","['nachtgrünem', 'herbstroten', 'dunstiger', 'blattgoldgesprenkel', 'aufließ']","['der', 'morgen', 'zeichnete', 'trieb', 'taube']",5
663,"['helmut', 'grüße', 'liebe']","['spamvermeider', 'plauder', 'fachtrottel', 'entspamen', 'herbstrotes', 'lylo', 'maier']","['nicht', 'gerne', 'kommentar', 'der', 'er', 'ich', 'ihn']",3
666,"['kathrin', 'träumend', 'lächelnden', 'traumgeschenk', 'liebereien', 'inspirierend', 'erfreue', 'sanftes']","['deinen', 'lidern']","['von', 'hindurch']",8
668,"['ille', 'gelenkt', 'kochen', 'kennt', 'sehnsucht', 'lg']","['lylo', 'worte', 'wälzt', 'schwitze']","['tage', 'wohl', 'gekonnt', 'die']",6
669,"['kochen', 'tage', 'wenn', 'schwitze', 'zäh', 'sehnsucht', 'wälzt', 'adern', 'anmelden']",['lyriclove'],['die'],9
670,"['die', 'deiner', 'glühten', 'glockenläuten', 'geseufzt', 'gedankengut', 'gebaren', 'gemeinsamkeiten']","['lenden', 'gedanken']","['wiederkehr', 'geweint']",8
671,"['wer', 'leben', 'hinauf', 'bewahren', 'kann', 'positive', 'hinunter']","['deiner', 'glockenläuten', 'an']","['das', 'vorbei', 'auch']",7
673,"['beiträge', 'kondensiert', 'flugzeug', 'sattem', 'streifen', 'weißer']","['lyriclove', 'neuere', 'anmelden', 'anlegen']","['fliegt', 'richtung', 'blau', 'schreibt']",6
674,"['kondensiert', 'flugzeug', 'fliegt', 'sattem', 'sehnsucht', 'streifen', 'weißer']","['lyriclove', 'anmelden', 'anlegen']","['richtung', 'blau', 'schreibt']",7
676,"['vergessenseins', 'paradieses', 'naschen', 'nabel', 'gedankenparadies', 'strome', 'hissen']","['deinen', 'schmeicheln', 'deiner']","['versenken', 'mast', 'boot']",7
677,"['texten', 'begeistert', 'deinen', 'wolf', 'schöne', 'wünsche', 'vergessenseins']","['grüße', 'gedankenparadies', 'strome']","['früher', 'schon', 'zeit']",7
679,"['weinlaub', 'staunenaugen', 'kindergroß', 'herbstgedicht', 'herbstumspült', 'milden', 'umspült', 'stilles']","['träne', 'sommers']","['summen', 'gefüllt']",8
682,"['beiträge', 'lügen', 'lassend', 'umzug', 'neuere', 'ältere', 'anmelden', 'anlegen']","['lyriclove', 'nächstes']","['hinter', 'weblog']",8
683,"['traurigkeit', 'schwermut', 'ist', 'ein', 'für', 'gefühle', 'ich']","['positives', 'leichtigkeit', 'mich']","['aber', 'das', 'nicht']",7
684,"['shorties', 'verfassen', 'kommentare', 'kommentar', 'lassend', 'umzug']","['lylo', 'abgelegt', 'lyriclove', 'nov']","['lügen', 'hinter', 'anmelden', 'anlegen']",6
685,"['umzug', 'lügen', 'lassend', 'shorties', 'anmelden', 'anlegen', 'weblog', 'nächstes']","['lyriclove', 'lylo']","['hinter', 'twoday']",8
686,"['beiträge', 'muss', 'philosophisch', 'arschlöcher', 'anscheißen', 'neuere']","['lylo', 'lyriclove', 'letter', 'mrz']","['verfassen', 'ältere', 'kommentare', 'kommentar']",6
687,"['emma', 'anscheißen', 'unrationell', 'viel', 'oft', 'sie', 'sinnlos', 'läßt']","['gruß', 'lylo']","['völlig', 'lange']",8
688,"['philosophisch', 'heute', 'muss', 'arschlöcher', 'anscheißen', 'shorties', 'anmelden', 'anlegen']","['lylo', 'lyriclove']","['weblog', 'nächstes']",8
689,"['die', 'feb', 'dich', 'meine']","['lylo', 'abgelegt', 'by', 'lyric', 'traumtänzen', 'festkleben']","['wenn', 'händen', 'der', 'weil', 'meinen', 'wertlos']",4
690,"['es', 'verstehen', 'man', 'kann', 'ich', 'meinte', 'stumme']","['liebe', 'und', 'worte']","['nicht', 'oder', 'ist']",7
691,"['verstehen', 'verstand', 'ohne', 'stummes', 'größten', 'shorties', 'anmelden', 'anlegen', 'nächstes']",['lyriclove'],['weblog'],9
692,"['deinen', 'umkreisen', 'lidvorhänge', 'augenküsse', 'küsse', 'purzeln']","['lyric', 'lylo', 'love', 'abgelegt']","['öffentlichkeit', 'ausschluss', 'verteilen', 'schließe']",6
693,"['arbeit', 'glückliche', 'harte', 'belohnt', 'shorties', 'anmelden', 'anlegen', 'nächstes']","['lyriclove', 'lylo']","['manchmal', 'weblog']",8
698,"['sehnens', 'schlingt', 'funkenregen', 'dichtes', 'begehrlichkeit', 'sprühend']","['lyric', 'lylo', 'love', 'abgelegt']","['traum', 'umschlungen', 'luftig', 'kocht']",6
699,"['sep', 'dichtes', 'begehrlichkeit', 'voyeure']","['uta', 'petros', 'reitender', 'anheizende', 'wolkiger', 'helmut']","['nebeneinander', 'wusch', 'windstille', 'wassern', 'vorbeiziehende', 'verstoßen']",4
701,"['schweig', 'mir', 'verträumen', 'verschwiegen', 'rufst', 'sternenglanz']","['lyric', 'lylo', 'love', 'abgelegt']","['schweige', 'süßer', 'schweigen', 'schlaf']",6
702,"['schweig', 'schweigen', 'sep', 'schweigenden', 'verträumen']","['lyric', 'lylo', 'love', 'sternenglanz', 'abgelegt']","['wem', 'vergönnt', 'mir', 'verschwiegen', 'rufst']",5
704,"['lust', 'säumst', 'sonnengelbe', 'reifst', 'herbstlich', 'herbstkuss']","['lyric', 'lylo', 'abgelegt', 'by']","['ränder', 'glühend', 'bunt', 'trauben']",6
705,"['rotleuchtenden', 'blättern', 'sonnengelb', 'wortmeer', 'lust', 'säumst', 'reifst']","['grüße', 'lyric', 'herbstkuss']","['vom', 'sonnengelbe', 'ränder']",7
708,"['sep', 'worte', 'stumm', 'benutzte', 'ich', 'geliebter', 'liebe']","['reh', 'lylo', 'herzlichst']","['berlin', 'aussuchen', 'zauberhaft']",7
710,"['züngelst', 'traumohr', 'kosung', 'goldgestäubte', 'wehst']","['lyric', 'lylo', 'love', 'traumbrücken', 'wimpernkranz']","['heisser', 'windest', 'streust', 'lispeln', 'vertrautes']",5
711,"['bewegt', 'aug', 'nachgefühlt', 'züngelst', 'traumohr']","['lyric', 'kosung', 'goldgestäubte', 'lylo', 'love']","['gestern', 'wind', 'heisser', 'windest', 'streust']",5
713,"['aug', 'sinnlich', 'flutet', 'ansprechend', 'lg', 'virago', 'mel', 'bemoost']","['fabian', 'lylo']","['erotische', 'fantasie']",8
714,"['bemoost', 'lust', 'moos', 'flutet', 'lenden', 'verlangens']","['lyric', 'lylo', 'abgelegt', 'lyriclove']","['streicht', 'quelle', 'grün', 'aug']",6
715,"['zukunftsweisend', 'verbirgst', 'senktest', 'morsezeichen', 'kerkermauern']","['lyric', 'lylo', 'hisst', 'love', 'tropfst']","['hört', 'zäune', 'wässrig', 'wink', 'lanzen']",5
716,"['jul', 'suchtgefahr', 'verlangens', 'zukunftsweisend', 'kerkermauern']","['lylo', 'fabian', 'uta', 'deinen', 'liebe']","['davon', 'verehrung', 'maya', 'fliegender', 'federn']",5
718,"['tanzen', 'tangowiege', 'schleiern', 'nächtlich', 'kapriolen', 'meines']","['lyric', 'lylo', 'abgelegt', 'lust']","['will', 'verschmelzen', 'schlagen', 'schwingen']",6
719,"['ich', 'und', 'schreibforen', 'auch', 'wechselseitig', 'resonanz']","['grauwolfzauberer', 'verlinkung', 'mich', 'lylo']","['mail', 'viel', 'so', 'web']",6
721,"['erweckt', 'traumüber', 'lippenspitzen', 'leuchtturm', 'erklimme']","['lyric', 'lylo', 'abgelegt', 'lust', 'vorspiel']","['meere', 'südlichen', 'gischt', 'erden', 'wogen']",5
723,"['nebenan', 'die', 'ich', 'blindflug', 'aufrufen', 'ineinander']","['lylo', 'worte', 'herzlichst', 'bedanke']","['technik', 'klappt', 'kommentar', 'halb']",6
725,"['seepferdchen', 'meerestiefen', 'flüssigem', 'spiralt', 'reite', 'morgenröte']","['lyric', 'lylo', 'abgelegt', 'lust']","['seinen', 'richtet', 'muscheln', 'neigt']",6
726,"['bloß', 'nackt', 'vorspiel', 'nachzulesen', 'gleicher', 'jun', 'glut']","['lylo', 'lyric', 'abgelegt']","['regen', 'unter', 'lust']",7
727,"['stürmische', 'zeiten', 'vergessnen', 'durchbebst', 'funkenflug', 'purpurn', 'lust']","['lyric', 'lylo', 'abgelegt']","['sturm', 'glänzt', 'legst']",7
729,"['kathrin', 'jun', 'club', 'petros', 'lg', 'miroslav']","['grüße', 'lyric', 'dusanic', 'lylo']","['trio', 'vergnügen', 'inspirierend', 'flotter']",6
730,"['club', 'flotter', 'dreier', 'lyriclove', 'miroslav', 'dusanic', 'tietz']","['lyric', 'lylo', 'abgelegt']","['eröffneten', 'männer', 'neu']",7
731,"['bloß', 'nackt', 'flieg', 'wäscht']","['lyric', 'lylo', 'love', 'abgelegt', 'vorspiel', 'glücks']","['steh', 'gleicher', 'hängen', 'mitte', 'rändern', 'schweren']",4
732,"['miro', 'und', 'fabian', 'glut', 'gedicht', 'entgleist']","['jun', 'by', 'deine', 'tietz']","['ich', 'bitte', 'es', 'ein']",6
734,"['lust', 'regenlust', 'zischt', 'irrenden', 'blicks', 'schwinge']","['lyric', 'lylo', 'abgelegt', 'vorspiel']","['im', 'klebt', 'gleicher', 'erkenntnis']",6
736,"['träumelang', 'stetig', 'stürmische', 'hüllt']","['lyric', 'lylo', 'love', 'abgelegt', 'vorspiel', 'nachzulesen']","['fließt', 'zeiten', 'honig', 'süß', 'still', 'trägt']",4
739,"['see', 'steuere', 'ruders', 'delphingesangs', 'süßem']","['lyric', 'lylo', 'abgelegt', 'lust', 'in']","['schwellen', 'schlag', 'bug', 'wispern', 'ruf']",5
742,"['beflügelt', 'ungeduld', 'fabelwesen', 'reite', 'lust', 'vorspiel']","['lyric', 'lylo', 'abgelegt', 'nachzulesen']","['erwache', 'armen', 'schrei', 'flügeln']",6
744,"['rötlich', 'beflügelt', 'schmelzen', 'lust', 'glühen']","['lyric', 'lylo', 'abgelegt', 'vorspiel', 'nacktheit']","['wir', 'rosa', 'schimmer', 'eis', 'schnee']",5
745,"['wein', 'gläschen', 'wärmenden', 'genehmigen', 'prösterchen', 'uta']","['jun', 'wortmeer', 'beflügelt', 'lylo']","['dazu', 'vorstellen', 'passen', 'werd']",6
747,"['kinder', 'strauch', 'annette', 'ufer', 'wales', 'gb', 'schmaler', 'kinderspiele']","['jun', 'gast']","['durch', 'geworden']",8
748,"['kinderspiele', 'feuchten', 'bunten', 'vorspiel']","['lyric', 'lylo', 'love', 'abgelegt', 'nachzulesen', 'jun']","['spielen', 'kinder', 'ufer', 'wächst', 'trinken', 'unseren']",4
749,"['vertont', 'strumpfbändern', 'literaturfreundin', 'knabbere', 'flegeln', 'rieger']","['lyric', 'lylo', 'love', 'abgelegt']","['griff', 'gitarre', 'gesungen', 'schüttle']",6
750,"['elsa', 'denschie', 'deine', 'schmunzelgrüße', 'verlinkst']","['lylo', 'uta', 'petros', 'grüße', 'jul']","['verregneten', 'neugierige', 'must', 'bielefeld', 'mitreißend']",5
752,"['kinder', 'träume', 'erwachsenenstrom', 'kinderspiele', 'ufern', 'vorspiel', 'love']","['lyric', 'lylo', 'abgelegt']","['schwimmen', 'greifen', 'wachsen']",7
755,"['seidenflügel', 'samtener', 'erfrischt', 'brustton', 'tag', 'mai', 'sternenumglänzt', 'schwelenden']","['lylo', 'lyric']","['und', 'umbenennen']",8
757,"['lust', 'unterzündet', 'stauseen', 'silberflüsse', 'schlecktest']","['du', 'lyric', 'fandango', 'badest', 'erdbeereis']","['zitroneneis', 'zitrone', 'weckst', 'träumte', 'sprühende']",5
761,"['herzgeflimmer', 'ostern', 'schwarzes', 'mondlicht', 'loch', 'apr', 'sternenschimmer']","['musenmond', 'lichtstraßenmusikant', 'lyric']","['wein', 'noch', 'schoen']",7
763,"['komm', 'fluten', 'tauchen', 'lust', 'koste', 'sinke', 'schmecke']","['lyric', 'lylo', 'abgelegt']","['eintauchen', 'schenke', 'und']",7
764,"['komm', 'fluten', 'tauchen', 'lust', 'apr', 'mitschwingt']","['lyric', 'lylo', 'abgelegt', 'schmecke']","['und', 'koste', 'eintauchen', 'sinke']",6
766,"['kein', 'die', 'spiegelglatt', 'horizonts']","['lyric', 'lylo', 'love', 'sonnengelb', 'abgelegt', 'meines']","['seit', 'nicht', 'nen', 'möwen', 'kreischen', 'himmels']",4
767,"['oma', 'einmal', 'wie', 'elke', 'ich', 'hopefulwoman']","['dir', 'mrz', 'lylo', 'liebe']","['mehr', 'nichts', 'war', 'es']",6
770,"['singst', 'schönsten', 'lieder', 'mitreißenden', 'flute', 'ertränke', 'du', 'deines']","['schmückst', 'malst']","['peter', 'südens']",8
772,"['tiger', 'beute', 'treibt', 'lust', 'fährte']","['lyric', 'lylo', 'bleckt', 'abgelegt', 'keucht']","['jagen', 'hinterhalt', 'dunkles', 'tode', 'gierig']",5
775,"['zauberwald', 'seliges', 'magier', 'jubelnder', 'elfen', 'umfangen']","['lyric', 'lylo', 'love', 'abgelegt']","['kilometer', 'hexen', 'böse', 'berge']",6
776,"['zauberwald', 'feb', 'seliges', 'jubelnder']","['lylo', 'lyric', 'dalass', 'love', 'bazi', 'abgelegt']","['nehmt', 'magier', 'kilometer', 'hexen', 'elfen', 'böse']",4
778,"['tageserwachen', 'sonnenschoß', 'schweigetod', 'schimmels', 'rotgoldenem', 'nächtelanger', 'kussgemundet', 'galoppierend']","['lyric', 'lylo']","['taumeln', 'entfliehen']",8
781,"['worthaut', 'trinkenden', 'samtene', 'ohrmuscheln', 'liebesflut', 'angstlosigkeit']","['lyric', 'lylo', 'love', 'geflutet']","['strudel', 'drehe', 'strome', 'schwimme']",6
784,"['glas', 'vernatsch', 'wohle', 'rubin', 'liebesmahl', 'samtet']","['lyric', 'lylo', 'abgelegt', 'lust']","['ein', 'kerzenlicht', 'gläser', 'schwimmt']",6
787,"['blau', 'himmelblau', 'wolkenschimmels', 'winterkleider', 'unverhüllten', 'himmelweit']","['lyric', 'lylo', 'love', 'blütenduft']","['sich', 'ihre', 'naht', 'lustvoll']",6
791,"['bea', 'berühren', 'gelungen', 'seele', 'bitter', 'verehrerinnenschar']","['grüße', 'lyric', 'lylo', 'eitles']","['zufall', 'wimmelt', 'vorhof', 'schüttete']",6
793,"['lichter', 'laken', 'unseren', 'lust', 'schwängert', 'leibern', 'augenblickes']","['lyric', 'atemschwüle', 'lylo']","['summt', 'heitere', 'flackern']",7
794,"['nicolina', 'fallen', 'pflückenden', 'herbstbaum', 'berauschender', 'reife', 'saftig', 'pralle']","['lylo', 'laken']","['entziehen', 'lichter']",8
796,"['abendherz', 'sonnenball', 'knistert', 'verlöscht', 'speien', 'keucht']","['lyric', 'lylo', 'love', 'abgelegt']","['geheimnisvoll', 'funken', 'flammen', 'glüht']",6
797,"['abendherz', 'sonnenball', 'knistert', 'geheimnisvoll', 'verlöscht', 'speien', 'keucht', 'funken', 'flammen', 'glüht']",[],[],10
799,"['stundenschuhe', 'offenes', 'juwelen', 'schält', 'schimmert', 'flicht']","['lyric', 'lylo', 'love', 'abgelegt']","['weil', 'wiesen', 'spielt', 'schwarzen']",6
800,"['frauu', 'flicht', 'wunderschönen', 'liebe', 'stundenschuhe']","['lylo', 'jan', 'lyric', 'love', 'frauunvernunft']","['tag', 'wünsche', 'offenes', 'juwelen', 'weil']",5
