dir,common,corpus,blog,com_count
800,"['kaffeekanne', 'tolerant', 'reiste', 'plümerant', 'hoffte', 'geladen', 'anne', 'kleine']","['andren', 'feste']","['bat', 'tee']",8
801,"['wut', 'vornehme', 'motten', 'gebündelt', 'futter', 'eingenäht', 'frisst']","['beizeiten', 'gewand', 'stiefel']","['meiner', 'spitzen', 'löcher']",7
802,"['dicht', 'wenn', 'wohlfühlen', 'müssten', 'dichtungsring', 'allle', 'nebel', 'hintereinander', 'dichten', 'sie']",[],[],10
804,"['aua', 'zischts', 'mauer', 'kiesel', 'erwischt', 'hals', 'lauter', 'hats', 'ohren']",['gedicht'],['kopf'],9
805,"['du', 'doch', 'halt', 'mal', 'andern']","['böldmann', 'gemecker', 'nervst', 'nörgeln', 'kehr']","['zu', 'hast', 'ob', 'die', 'das']",5
806,"['abschied', 'dir', 'von', 'er', 'schwer', 'mir', 'der', 'denn', 'viel']",['gedicht'],['war'],9
807,"['affen', 'giraffen', 'zusammenraffen', 'reimt', 'reimen', 'klaffen', 'gaffen', 'aufzuraffen', 'werds']",['sichs'],['waffen'],9
808,"['verzeihen', 'tapferen', 'liebelein', 'lesern', 'kommunikation', 'flexibel', 'unheimlich', 'leserinnen']","['eure', 'nett']","['gehe', 'wünsche']",8
815,"['du', 'sagst', 'dich', 'dinge', 'bist', 'versessen']","['opal', 'verpisst', 'riechst', 'wirds']","['ich', 'zwingen', 'tausend', 'schmutz']",6
816,"['regenwurm', 'lag', 'sonne', 'vertrocknet', 'aalte', 'wonne', 'voller', 'wollt', 'er', 'gehn']",[],[],10
817,"['müsste', 'würde', 'man', 'herz', 'wehendem']","['hügelweise', 'gischtnasser', 'beschreibend', 'nachjagt', 'bläht']","['das', 'blick', 'wüsste', 'wohnt', 'weinend']",5
819,"['früh', 'morgen', 'verschlafen', 'trott', 'jeglichen', 'hetze', 'ganzer', 'alltags']","['schranken', 'birgt']","['setzen', 'grenzen']",8
822,"['ich', 'boot', 'halte', 'zählt', 'schützend', 'bitterlich']","['brausender', 'schwankendem', 'schmecke', 'schützte']","['auf', 'stärke', 'gefahr', 'deck']",6
830,"['leute', 'versklavung', 'stutzen', 'stehts', 'lappenaufstand']","['abschaben', 'aufbegehrt', 'beizeiten', 'ists', 'bezahlung']","['endlich', 'uns', 'verkehrt', 'streiten', 'klappen']",5
832,"['leuchte', 'wurm', 'kleiner', 'bald', 'wohnen', 'verschonen', 'himmelsstaub', 'drunten', 'erden']",['sturm'],['großer'],9
835,"['wollen', 'rücken', 'riechen', 'nasen', 'gerade', 'erhoben', 'leben', 'köpfe']","['singen', 'lippen']","['hände', 'beine']",8
836,"['fragen', 'zeitnah', 'hemmungen', 'hallihallo', 'bestem', 'beantworten', 'verständnis', 'rubrik']","['kalina', 'leserinnen']","['weblog', 'sofort']",8
878,"['titel', 'schreiberin', 'pennt', 'mittel', 'fristig', 'faule', 'dokument', 'ohne', 'leeres']",['werd'],['kriegen'],9
888,"['ich', 'das', 'und', 'brille', 'konsument', 'wippe', 'steig']","['gedicht', 'stund', 'günni']","['die', 'so', 'hauptsache']",7
889,"['hab', 'enkel', 'in', 'unkel', 'tante', 'zwitter', 'verwandschaften']","['salzgitter', 'bischofsheim', 'amiland']","['einen', 'ich', 'züchten']",7
890,"['worte', 'wie', 'verzogne', 'verfärben', 'verdrehen', 'tröpfeln', 'sperrig', 'rosig']","['harfen', 'fiese']","['wirken', 'schläge']",8
892,"['erfeulicherweise', 'kommentar', 'innen', 'teilnehmer', 'tell', 'kommt', 'melden']","['lesesalon', 'annette', 'heisst']","['auch', 'denke', 'ok']",7
893,"['leidenschaft', 'träumte', 'heut', 'sickert', 'abgeschafft', 'erinnerung', 'liebe', 'wunsch', 'hinein']",['gedicht'],['mir'],9
894,"['pferd', 'wilden', 'verschwindet', 'verfällt', 'trab', 'langweilt', 'reinbeisst']","['herd', 'drum', 'fisch']","['trifft', 'brot', 'auf']",7
896,"['mitternachtskinder', 'salman', 'rushdie', 'von']",[],[],4
897,"['wörtern', 'vorschiebt', 'riegel', 'plappern', 'fehlen', 'liebes', 'hallo', 'tagebuch', 'schwatzen']",['klappern'],['kann'],9
900,"['wirkllich', 'wahrlich', 'reissts', 'meckert', 'lichtstrahl', 'hocker', 'beharrlich']","['unkel', 'nehm', 'gehn']","['ich', 'locker', 'glaubt']",7
901,"['mitch', 'fünf', 'begegnen', 'albom', 'zafòn', 'ruiz', 'carlos']","['mankell', 'leoparden', 'henning']","['himmel', 'menschen', 'dir']",7
905,"['liest', 'ich', 'evtl', 'carolin', 'weiterlesen', 'sabine', 'zurück']","['annette', 'gedicht', 'kurt']","['und', 'macht', 'jahren']",7
906,"['weichgespült', 'und', 'gedicht', 'tag', 'mandala', 'blütenweiss']","['nässer', 'fleucht', 'seelensalbe', 'kreucht']","['abend', 'am', 'welt', 'ich']",6
907,"['und', 'her', 'der', 'pumps', 'wo', 'weiterlesen', 'lama', 'hühnersuppe']","['oh', 'schwarzkehlchen']","['kommt', 'die']",8
909,"['zugesagt', 'susi', 'abgesagt', 'hat', 'schon', 'andrea', 'waldschrat', 'walde', 'apropos']",['lesesalon'],['schweigt'],9
910,"['von', 'leben', 'schwüle', 'saum', 'näh', 'mühsamen']","['kleides', 'demütig', 'kummer', 'sehnen']","['wem', 'trage', 'sinnlos', 'nächten']",6
911,"['dichten', 'oh', 'falt', 'zeilen', 'wochenende', 'gebet', 'wieder', 'schon']","['gibts', 'heut']","['hände', 'man']",8
912,"['gefragt', 'oder', 'ich', 'habe', 'vorgaben', 'verteile']","['euch', 'lesesalon', 'anregen', 'nachfrage']","['wollte', 'etwas', 'wieviele', 'insgesamt']",6
915,"['seiten', 'mal', 'die', 'vortragen', 'tinnen', 'lesebegeisterte', 'ausschnitte']","['lesesalon', 'lest', 'kalina']","['haben', 'vorlesen', 'empfehlen']",7
916,"['löchrigen', 'kalte', 'zehen', 'straße', 'socken', 'sollte', 'sehen', 'gehen', 'wenn', 'man']",[],[],10
919,"['blau', 'fenster', 'himmel', 'vorbei', 'etwas', 'am', 'nur', 'der']",[],[],8
922,"['liese', 'flüssig', 'speiste', 'kohle', 'grünt', 'weint', 'überdrüssig', 'liebster']","['shanghai', 'hai']","['verstehen', 'wiese']",8
925,"['englein', 'weihnachtszeitich', 'tannennadelnmesserwetzen', 'tagan', 'stammbis', 'sinnsie', 'singenund', 'raufenden']","['quieksenspricht', 'punkglanz']","['spaß', 'statt']",8
926,"['geh', 'gehst', 'bleib', 'dumm', 'stumm', 'schritt', 'kleiner', 'weiter', 'allein']",['ich'],['wäre'],9
927,"['hand', 'schlendernd', 'unbekannten', 'herbst', 'wegen', 'auf', 'in', 'der']",[],[],8
928,"['mist', 'kriegt', 'bauchweh', 'lilly', 'man', 'ist', 'das']",[],[],7
929,"['sie', 'heut', 'ich', 'schlafes', 'jungfäulich', 'eingesponnen', 'weges', 'wonnen']","['hey', 'traf']","['zeit', 'tages']",8
931,"['urinierte', 'schmatzgeräusche', 'schleckten', 'schlafanzughose', 'nagetiere']","['gemeinschaftsmülltonne', 'fernsehansager', 'fischdose', 'altöl', 'getropft']","['aus', 'vorgarten', 'stapfte', 'seitlich', 'nager']",5
932,"['woanders', 'vergällen', 'trompetengeheul', 'tagesanfang', 'schrägen', 'ruhigen', 'niedrigflieger', 'irgend']","['harfe', 'nähme']","['bestellt', 'fragt']",8
933,"['weihenacht', 'kinderträume', 'fette', 'besinnlich', 'ewig', 'lüften', 'ästen', 'wachsen']","['nägel', 'mütter']","['bäume', 'vögel']",8
939,"['sie', 'er', 'und', 'die', 'ihn', 'aerobicgruppe', 'lammfell']","['gedicht', 'teilig', 'edelstahl']","['mit', 'wärme', 'krawatte']",7
940,"['schüchtern', 'nirvana', 'leitner', 'herumgedrückt', 'ergeht', 'bonbons', 'anstatt']","['bonbonpapier', 'klingeln', 'kommentaren']","['gegessen', 'erinnere', 'aufgefallen']",7
941,"['einhandsegelei', 'ganze', 'diese', 'zähneknirschend', 'zuzugreifen', 'festgestellt', 'händen', 'richtige', 'lag']",['gedicht'],['beiden'],9
942,"['vulkanische', 'küsse', 'ziert', 'salznasser', 'eidechse', 'darum', 'braut', 'verursachen', 'risse']",['lacht'],['haut'],9
943,"['morgenerrötende', 'wippend', 'verteilte', 'umgerührt', 'tupperparty', 'nächst', 'bedürftige', 'takt', 'topf']",['speise'],['die'],9
944,"['liebe', 'erwachsene', 'tiere', 'kinder', 'viele', 'schirme', 'hauptstädtern', 'hauptstadt', 'bezauberndes', 'aufspannen']",[],[],10
945,"['hauptstadtgedanken', 'nach', 'west', 'ost', 'freiheit', 'riechen', 'schmecken', 'ziehen', 'schranken']",['gedicht'],['glück'],9
946,"['handschuhe', 'er', 'umspielte', 'schaukelstuhl', 'istanbul', 'wippen', 'stuhl', 'trug', 'lächeln']",['lippen'],['ließ'],9
947,"['er', 'stamm', 'naß', 'biberin', 'tummeln', 'nagt', 'kühlen', 'biberleben', 'biber', 'mehr']",[],[],10
948,"['schwer', 'manchmal', 'leben', 'untergeht', 'sack', 'fluss', 'so', 'ist', 'zement', 'wunder']",[],[],10
953,"['gedicht', 'sie', 'sich', 'die', 'in', 'ließen', 'fernsehern', 'ihre']","['runde', 'schimmelnden']","['online', 'mehr']",8
954,"['weckerklingeln', 'brote', 'schmieren', 'tränenschlieren', 'frösteln', 'ferienzeit', 'dunkelheit', 'ende', 'augen', 'in']",[],[],10
955,"['hasen', 'lauter', 'gemeinschaftsarbeit', 'blumenvasen', 'kleine', 'kalinas', 'stecken', 'nasen', 'rasen', 'sitzen']",[],[],10
956,"['weichheit', 'verzehrend', 'kriecht', 'frierend', 'flügellahm', 'fliesen', 'begehrend', 'kalten', 'sinkt', 'ritzen']",[],[],10
957,"['poseidons', 'arm', 'lag', 'einst', 'umspülten', 'trieb', 'meeresschaum', 'dideldei']","['sang', 'fisch']","['hinweg', 'wellen']",8
958,"['überreden', 'wiederholten', 'synchronschwimmen', 'sonnenstrahlen', 'feriengäste', 'drängten', 'begeneten', 'bananenstauden', 'aneinander']",['reserviert'],['male'],9
959,"['liegestühle', 'schlafen', 'schiffe', 'hafen', 'bad', 'die', 'fahren', 'sehnsucht', 'herzen']",['meer'],['wenn'],9
962,"['gedichte', 'gedicht', 'ich', 'schnäppchen', 'härnchen', 'see', 'hausfrau', 'das']","['reiher', 'sonnenuntergang']","['die', 'zu']",8
963,"['dein', 'würstchendose', 'verzagen', 'kaugummi', 'jause']","['supermarktregal', 'aschfahl', 'hastet', 'geschwind', 'bauarbeiter']","['blick', 'zuhause', 'pause', 'nähert', 'klebt']",5
964,"['socken', 'seinen', 'tatoo', 'locken', 'ernie', 'bert', 'befremden', 'verursachen', 'dose']",['hemden'],['fasziniert'],9
965,"['heike', 'heiko', 'allein', 'leben', 'im', 'die', 'und', 'der']",[],[],8
966,"['butter', 'verließ', 'mutter', 'uns', 'gestern', 'pfund', 'kutter', 'hinterließ', 'wuchs']",['wunderbar'],['fuhr'],9
967,"['will', 'tränen', 'ich', 'süßesten', 'schönstem']","['beweint', 'beweinen', 'geschmeide', 'diamanten', 'geheilt']","['mit', 'sie', 'seide', 'schmücken', 'pflegen']",5
968,"['online', 'shoppen', 'spaß', 'macht', 'viel', 'poppen', 'leer', 'wünscht']","['gedicht', 'euch']","['bett', 'schwer']",8
969,"['weiterlesen', 'niech', 'armen', 'dose']","['supermarktgedanken', 'schieferdach', 'aufgehender', 'schämst', 'riesengrosser', 'morgenvogel']","['ein', 'buch', 'warum', 'wort', 'müssen', 'manche']",4
970,"['fiel', 'regen', 'hätt', 'sommer', 'als', 'versäumt', 'herbstgefühl', 'endgültig', 'befiel', 'sonderbar']",[],[],10
971,"['wassertropfen', 'zeichen', 'muster', 'diesem', 'morgen', 'vernahm', 'enthalten', 'abperlten', 'an', 'im']",[],[],10
972,"['schnetzelt', 'pute', 'hausfrau', 'die', 'verdient', 'tiefkühlsau', 'freut', 'wieder', 'gute', 'heut']",[],[],10
973,"['und', 'zinedine', 'zidane', 'gedichte', 'lest', 'klingen', 'euch']","['gedicht', 'leinwandkicker', 'übermittelteten']","['für', 'nach', 'sie']",7
974,"['zerplatzen', 'tümpeln', 'sinkend', 'simkarten', 'polyphonen', 'luftblasen', 'klingeltönen']","['goldfisch', 'aquarium', 'angefüllt']","['wasseroberfläche', 'traurigen', 'handys']",7
975,"['träumen', 'selbstverständllich', 'segele', 'schwingen', 'bestimmung']","['aufwind', 'abheben', 'lüfte', 'flügeln', 'hebe']","['in', 'vogel', 'kreisen', 'hinauf', 'breiten']",5
976,"['schweift', 'blick', 'tal', 'übers', 'weit', 'klitzeklein', 'gartenzwerg', 'der', 'berg', 'hoch']",[],[],10
977,"['risiken', 'nebenwirkungen', 'flundern', 'eifersucht', 'bedeutungslosikeit', 'bauchweh', 'rühren']","['bügeln', 'frust', 'hemden']","['wundern', 'versinken', 'neid']",7
978,"['stift', 'das', 'runterfällt', 'lift', 'höchste', 'endete']","['blattpapier', 'wendete', 'fahr', 'augenblicke']","['ich', 'hier', 'notiz', 'hinunter']",6
979,"['übersichtliche', 'umschlossen', 'tulpe', 'schlackerten', 'ledig', 'halbnackt']","['federhüte', 'bademodentraum', 'bademoden', 'badehosen']","['übel', 'zwiebel', 'tannenzapfen', 'hoden']",6
980,"['jahren', 'nimmt', 'tagesgericht', 'stiller', 'stahlgrauen', 'kellnerin', 'besteck']","['abschiedsessen', 'herrengedeck', 'kummer']","['seit', 'ihm', 'legt']",7
984,"['und', 'weiterlesen', 'rasen', 'sieger', 'sie', 'tänzeln', 'jubeln', 'fußballgedicht', 'gedichtabo']",['ball'],['mail'],9
985,"['sonnenklar', 'unberührt', 'gleiches', 'weint', 'keller', 'gänzlich', 'erscheint', 'spielt', 'glanz']",['seele'],['trotzdem'],9
986,"['fallen', 'zupfen', 'rupfen', 'rotzen', 'motzen']","['fußballgedicht', 'eiter', 'foul', 'gesellen', 'hemden']","['ob', 'beim', 'qualen', 'oftmals', 'iii']",5
987,"['zittert', 'männchen', 'wirds', 'frühling', 'wittert', 'weibchendüfte', 'schwillt']","['knackig', 'pose', 'po']","['wirft', 'weib', 'riesig']",7
989,"['fensterrahmen', 'antwortet', 'ameise', 'meister', 'schau', 'weisheiten', 'ka', 'gesammelten']","['lin', 'fernöstlichen']","['glücklich', 'deinem']",8
990,"['zäh', 'fliessen', 'alte', 'tränen', 'alten', 'lügen', 'lasten', 'fad', 'mutig']",['schmeckt'],['schlägt'],9
991,"['einsam', 'die', 'ich', 'tam', 'sömmering', 'atelier', 'gedicht']","['eure', 'waslala', 'lieblingsbeschäfitgung']","['ist', 'von', 'eigenen']",7
992,"['eingetaucht', 'zwischenräumen', 'ins', 'zeit', 'leben', 'den', 'in', 'der']",[],[],8
993,"['vollmondnacht', 'traumesland', 'tannenspitzen', 'sternenzeit', 'seelenschrein', 'käuzchen', 'himmelszelt', 'glitzerfeinen']","['blaubesternt', 'aufgespannt']","['silbern', 'jene']",8
994,"['tücher', 'lappen', 'besen', 'tuppt', 'tupperdose', 'schrubbt']","['abrockt', 'fetzig', 'bassin', 'frühjahrsputz']","['die', 'verwaltet', 'schrubber', 'reih']",6
995,"['welle', 'er', 'stelle', 'stehn', 'weggerannt', 'riesen']","['weiterziehn', 'hats', 'sehn', 'erkannt']","['trat', 'wird', 'läßt', 'sie']",6
996,"['schicksals', 'meister', 'deines', 'vom', 'löst', 'leidvolle', 'gefesselt', 'fesseln', 'erkenntnis', 'schwere']",[],[],10
1000,"['pose', 'ich', 'set', 'die', 'ferien', 'mal', 'aldi']","['gedicht', 'kakerlaken', 'posen']","['ein', 'das', 'nicht']",7
1008,"['du', 'sagst', 'dich', 'dinge', 'bist', 'versessen']","['opal', 'verpisst', 'riechst', 'wirds']","['ich', 'zwingen', 'tausend', 'schmutz']",6
1009,"['nachts', 'wintermäntel', 'sommerkleider', 'perlenketten', 'nebelhorn']","['gefädelt', 'blumengestecken', 'leuchtkäfer', 'kaugummis', 'vergehn']","['warnte', 'umarmen', 'taube', 'plan', 'morgentau']",5
1025,"['kaffee', 'trinken', 'verwittert', 'knittert', 'tageszeit', 'nebel', 'endlos', 'stinken', 'sterne']",['socken'],['spiegel'],9
1026,"['nebelschwaden', 'dicke', 'wandeln', 'raureifigen', 'helle', 'graue', 'lädt', 'eis', 'seele']",['gedicht'],['frei'],9
1040,"['schweden', 'italien', 'tor', 'schlusspfiff', 'elfmeterschiessen', 'durften', 'ins']","['fliessen', 'harter', 'ball']","['stoff', 'off', 'erleben']",7
1042,"['ließ', 'garten', 'verwelken', 'versehen', 'nelken', 'glaubte', 'tulpen', 'sie', 'einem']",['hoffnung'],['warten'],9
1050,"['mutter', 'coole', 'sicherlich', 'echt']","['selbstbwusstsein', 'junggebliebene', 'gegenteilig', 'fremdwahrnehmung', 'eigenwahrnehmung', 'danas']","['ich', 'was', 'gesicht', 'ja', 'alles', 'wurde']",4
1058,"['brille', 'täte', 'sprengt', 'nenn', 'lotte', 'laura', 'käthe', 'klamotte', 'doppelnamen', 'sibylle']",[],[],10
1059,"['heiligen', 'gottes', 'blut', 'maria', 'verschonung', 'reichturm', 'nepomuk']","['weiss', 'blasohemie', 'wallfahrtskirche']","['zweiten', 'sankt', 'pfui']",7
1060,"['zeit', 'oder', 'ich', 'und', 'die', 'von', 'autos']","['lesesalon', 'halbtags', 'gedicht']","['habe', 'mann', 'auch']",7
1061,"['ich', 'konsument', 'hauptsache', 'mir', 'stund', 'nix']","['kettenhund', 'bewache', 'interpol', 'lebensziel']","['bin', 'sachen', 'und', 'das']",6
1062,"['gehts', 'du', 'rutscht', 'andrerseits', 'wippe', 'steig']","['weils', 'wirds', 'weisst', 'andre']","['oder', 'hier', 'blind', 'bewegt']",6
1066,"['küsst', 'und', 'küssen', 'thema', 'jäger', 'so', 'er', 'gedicht', 'ewigkeit']",['zersägung'],['ist'],9
1068,"['weiterlesen', 'es', 'ich', 'er', 'und', 'kanapee', 'ihm']","['schneit', 'rückt', 'drängt']","['denn', 'gleich', 'nicht']",7
1074,"['gemeinsam', 'sehen', 'augenblick', 'folgt', 'deinen', 'blick', 'mein', 'einen', 'dem']",[],[],9
1075,"['gabs', 'natur', 'immer', 'schon', 'war', 'doch', 'da', 'nicht', 'ich', 'die']",[],[],10
1076,"['zerstreut', 'freut', 'vergiss', 'sorgen', 'froh', 'deine', 'der', 'nur', 'sich', 'ist']",[],[],10
1077,"['schälen', 'es', 'musst', 'möhren', 'mal', 'wiederkehrt', 'tumb']","['schäl', 'pell', 'friss']","['haben', 'verspeisen', 'unversehrt']",7
1078,"['unebetitelten', 'kunstwerkes', 'teil', 'scharpf', 'karl', 'eines', 'inspirierte', 'heutigen', 'welches']",['gedicht'],['von'],9
1080,"['ferien', 'ich', 'gibt', 'will', 'hier', 'gute', 'drum']","['brauchste', 'furchtbarer', 'ratschlag']","['diesem', 'nicht', 'weg']",7
1081,"['plötzlich', 'stattfand', 'neugegründete', 'nachbarhaus', 'montags', 'aerobicgruppe', 'won']","['taek', 'sünderinnen', 'crescendo']","['ich', 'kurzem', 'handelte']",7
1082,"['tannennadeln', 'englein', 'weihnachtszeit', 'versaufen', 'raufen', 'quieksen']","['gänslein', 'pieksen', 'flauschig', 'säuseln']","['statt', 'will', 'wetzen', 'schreien']",6
1084,"['träumer', 'seid', 'ihr', 'widerspenstig', 'verharrend', 'starrend', 'gezähmt', 'fernsehers']","['vergesst', 'konjunktiv']","['reglos', 'gelähmt']",8
1088,"['schöpfer', 'weltsichten', 'tannenbaumbekugelte', 'kontingent', 'kantensitzer']","['glockenstimmen', 'dentisten', 'dekospirenzchen', 'begriffsverwechselungen', 'determinist']","['hatte', 'der', 'für', 'österliche', 'voreilig']",5
1089,"['hatte', 'verrichteten', 'stringtanga', 'sparbüchsen', 'holte', 'herausgefunden', 'aufpreis', 'handwerker', 'sie']",['warf'],['arbeiten'],9
1094,"['jeder', 'hügel', 'erklommen', 'silben', 'durchschwommen', 'schaun', 'romantisch']","['heike', 'haiku', 'fluß']","['trennen', 'wünschen', 'der']",7
1095,"['lehrtest', 'fledermäuse', 'schwören', 'hörte', 'küssen', 'du', 'mich', 'leise', 'hören']",['lacht'],['zwei'],9
1096,"['ließen', 'volllaufen', 'urlaubsreise', 'sandhaufen', 'profane']","['dartpfeilen', 'bereitliegenden', 'abzuschiessen', 'flanierende', 'badesachen']","['sich', 'versuchten', 'verarschen', 'touristen', 'peinlichkeit']",5
1097,"['blauer', 'himmel', 'ungestört', 'pein', 'kreuzunglücklich', 'deprimierten', 'sein', 'er']","['gedicht', 'doch']","['kann', 'dem']",8
1098,"['fernsehern', 'abends', 'vor', 'sammeln', 'erscheinen', 'wünsche', 'leer', 'welche', 'tage']",['gedicht'],['lassen'],9
1099,"['runde', 'zahnputzbecher', 'lockerer', 'lungern', 'langweilen', 'kauwerkzeug', 'gesunde', 'drehn', 'bürsten']",['stund'],['zahn'],9
1100,"['ikebana', 'trafen', 'beim', 'sie', 'harakiri', 'daraufhin', 'sich', 'origami', 'machte']",['gedicht'],['wollte'],9
1101,"['poolbar', 'gedicht', 'blumenverkäufer', 'kaffekannig', 'vorzeigbar']","['suppenknochen', 'snackbar', 'schrittst', 'cocktailbar', 'schnitzt']","['den', 'blick', 'weit', 'begrüßen', 'therapeuten']",5
1102,"['explodieren', 'küsse', 'karl', 'merkst', 'kiss', 'gemälde', 'inspiriert', 'scharpf', 'türen']",['danke'],['gehe'],9
1103,"['gedichte', 'hausfrau', 'reiher', 'gedicht', 'sonnenuntergang', 'härnchen', 'ã¼bers']","['rnchen', 'entband', 'tã']","['bei', 'ã¼ber', 'zwang']",7
1104,"['wasser', 'see', 'verlockend', 'schlammiges', 'glänzendem', 'bucht', 'bewege', 'berührst']","['romantisch', 'streift']","['gibt', 'pass']",8
1105,"['er', 'tätowiert', 'summt', 'brown', 'bobby', 'anvertrauen', 'schenkt', 'heiligenschein']","['gerüstbauer', 'unverfroren']","['begegnung', 'ihm']",8
1106,"['schnäppchen', 'ich', 'warn', 'verschuldet', 'preiswert', 'möcht', 'bevors', 'verwahren']","['greif', 'andrer']","['gerne', 'offen']",8
1110,"['mehr', 'fertiggericht', 'und', 'weiterlesen', 'immerdar', 'du']","['sesselpuper', 'beweint', 'bettlerin', 'unersättlich']","['melancholie', 'abenddämmerung', 'virtuell', 'verzichten']",6
1111,"['armen', 'müssen', 'manche', 'verfügen', 'supermarktgedanken', 'fensterblick', 'darben', 'schick']","['würste', 'andre']","['warum', 'dose']",8
1112,"['niech', 'würstchen', 'dose', 'schämst', 'schlief', 'rechtschreibreform', 'hemd', 'dichterische', 'aussuchen']",['könnt'],['entweder'],9
1113,"['schieferdach', 'singt', 'morgenvogel', 'lichtstreifen', 'glänzend', 'aufgehender', 'herbei', 'nieder', 'ein']",['regen'],['dunkel'],9
1114,"['plötzlich', 'ich', 'kanapée', 'fünfe', 'fun', 'firm', 'fanta', 'trink']","['reh', 'dreh']","['for', 'mich']",8
1115,"['sommernachtstraum', 'wispernd', 'müde', 'hüpfend', 'gartenzaun', 'überm', 'flattert', 'hängt', 'springt', 'bein']",[],[],10
1116,"['buch', 'wort', 'nahm', 'riesengrosser', 'niedlich', 'hockte', 'bücherwurm', 'anzusehen']","['brille', 'sturm']","['schloss', 'stören']",8
1117,"['poolbar', 'minibar', 'cocktailbar', 'vorzeigbar', 'snackbar', 'sonderbar', 'wunderbar']",[],[],7
1118,"['müsste', 'das', 'man', 'voran', 'würde', 'ball', 'herz', 'auf']","['gedichtabo', 'weiterlesen']","['durch', 'die']",8
1119,"['wachgeküsst', 'engeln', 'wegzehrung', 'vorabend', 'mückenstiche', 'mückenleutes', 'insektenfamilien', 'geschwollene', 'bistros']",['speise'],['verwandeln'],9
1120,"['und', 'zinedine', 'zidane', 'klingen', 'zungenrand', 'totti']","['saha', 'metzelder', 'mertesacker', 'makelele']","['unsere', 'nach', 'würzig', 'verwegen']",6
1121,"['mehr', 'unersättlich', 'undankbar', 'krallt', 'großzügig', 'gibst', 'gabst', 'fordernd', 'bettlerin']",['immerdar'],['fordert'],9
1122,"['schnell', 'schrumpfmuffe', 'kirmes', 'dunkeln', 'kettenkarussell', 'toaster', 'gedicht']","['wandern', 'verneigend', 'unbestrumpft']","['würde', 'den', 'und']",7
1123,"['rollen', 'tritte', 'trikots', 'schweissnaß', 'schmollen', 'rängen', 'nachjagen']","['dribbeln', 'fußballgedicht', 'tänzeln']","['spucke', 'purzeln', 'king']",7
1124,"['weilst', 'unbemerkt', 'tanz', 'tags', 'mancher', 'einlädt', 'anonymität', 'sonnenstrahl', 'orten']",['dich'],['eines'],9
1131,"['mai', 'kleider', 'deinen', 'schritt', 'gedicht', 'altkleider']","['altkleidersack', 'teilnehmerliste', 'leseratten', 'euch']","['zwei', 'für', 'ins', 'zahlreich']",6
1132,"['toaster', 'verschnaufen', 'verneigend', 'toasten']","['nöcher', 'krosse', 'prosten', 'sandwich', 'loblied', 'kriegten']","['könnte', 'würde', 'unsern', 'spender', 'schweigend', 'schnitten']",4
1133,"['besenstiel', 'er', 'wiesetrotzdem', 'vielda', 'verstehenihr', 'shanghaidie', 'liesesie']","['landseid', 'handsolcher', 'flüssigfuhr']","['sah', 'war', 'vieler']",7
1134,"['ananas', 'verdruss', 'konserven', 'ananassein', 'kommst', 'kokosnuss', 'bloss']","['qual', 'spass', 'wünscht']","['nerven', 'selten', 'egal']",7
1135,"['kakerlaken', 'verflucht', 'reklamieren', 'malaga', 'hotelzimmer', 'gebucht', 'flamenco', 'tanzten', 'kratzte']",['vieren'],['tanzen'],9
1139,"['winterabendtraum', 'nähte', 'liebesschwüre', 'kränze', 'kleidersaum', 'frühlingsknospenbaum', 'blütenblattvertraun', 'flocht']","['sass', 'überm']","['zaun', 'hing']",8
1146,"['wollen', 'ich', 'mutter', 'was', 'fremdwahrnehmung', 'eigenwahrnehmung', 'coole']","['gedicht', 'sicherlich', 'zushe']","['hallo', 'ja', 'alles']",7
1149,"['hinterm', 'rücken', 'fuß', 'oben', 'po', 'hinten', 'blick']","['dehnen', 'verdreht', 'entzücken']","['auf', 'den', 'yoga']",7
1150,"['sie', 'und', 'küssen', 'her', 'pumps', 'wo']","['gedicht', 'oh', 'hackenschuh', 'königin']","['es', 'kommt', 'der', 'auftritt']",6
1151,"['küsst', 'und', 'küssen', 'thema', 'jäger', 'so', 'er', 'gedicht', 'ewigkeit']",['zersägung'],['ist'],9
1152,"['feuer', 'sie', 'weiterlesen', 'eismann', 'dämmerung', 'liebster']","['weisst', 'elefantenhaar', 'elefantenfriedhof', 'verwesungsgeruch']","['art', 'und', 'so', 'irgendwie']",6
1153,"['biber', 'träumerei', 'galaktische', 'beutezug', 'weihnachtszeit', 'fotografie', 'kategorie', 'geh']","['archiv', 'weiterlesen']","['finde', 'weiter']",8
1155,"['besenstiel', 'er', 'sah', 'sandte', 'gebührt', 'folgten', 'erhobnen']","['hauptes', 'ehre', 'jünger']","['solcher', 'friedlich', 'botschaft']",7
1157,"['hausfrau', 'suppenknochen', 'schnitzt', 'händchen', 'blau', 'männchen', 'kochen', 'statt', 'sie']",['endlich'],['dafür'],9
1158,"['erfrischt', 'falls', 'stück']","['weichgezeichnete', 'sonnenentstrahlte', 'hitzeerstarrung', 'bummerang', 'gedankenmeer', 'sosein', 'weiterlesen']","['her', 'himmel', 'und', 'diese', 'ich', 'alle', 'wälder']",3
1159,"['virtuell', 'warst', 'nett', 'gesehen', 'du', 'sportlich', 'sesselpuper', 'langweiliger']","['belesen', 'bischen']","['wirklich', 'schlank']",8
1160,"['vegetarier', 'sprach', 'verzichten', 'mitnichten', 'lachs', 'kaviar', 'immerdar', 'ess']","['drum', 'heut']","['es', 'frühstück']",8
